paper_id,class_label,degree
145315,Rule_Learning,2
145384,Reinforcement_Learning,3
147870,Neural_Networks,3
148170,Genetic_Algorithms,2
148341,Genetic_Algorithms,2
148399,Theory,0
149139,Theory,1
149669,Probabilistic_Methods,1
151430,Rule_Learning,1
151708,Neural_Networks,1
152219,Neural_Networks,0
152226,Theory,1
152227,Theory,3
152483,Genetic_Algorithms,2
152731,Neural_Networks,2
153063,Probabilistic_Methods,9
153598,Reinforcement_Learning,1
154023,Neural_Networks,3
154047,Neural_Networks,3
154134,Case_Based,0
154982,Probabilistic_Methods,6
155158,Rule_Learning,2
155277,Probabilistic_Methods,0
155736,Theory,1
155738,Theory,2
156794,Probabilistic_Methods,1
156977,Neural_Networks,4
157401,Neural_Networks,1
157761,Theory,1
157805,Theory,1
158098,Probabilistic_Methods,0
158172,Probabilistic_Methods,1
158614,Theory,1
158812,Neural_Networks,1
159084,Neural_Networks,3
159085,Neural_Networks,2
159897,Probabilistic_Methods,2
160705,Neural_Networks,0
160732,Rule_Learning,2
161221,Neural_Networks,1
162075,Neural_Networks,3
162080,Neural_Networks,4
162664,Probabilistic_Methods,5
163235,Neural_Networks,1
164885,Genetic_Algorithms,1
166420,Theory,1
166825,Case_Based,2
166989,Theory,3
167205,Rule_Learning,0
167656,Theory,0
167670,Probabilistic_Methods,1
168332,Reinforcement_Learning,1
168410,Reinforcement_Learning,0
168958,Neural_Networks,0
169279,Neural_Networks,2
169280,Neural_Networks,2
170338,Reinforcement_Learning,0
170798,Case_Based,1
171225,Neural_Networks,0
171954,Theory,4
173863,Probabilistic_Methods,1
173884,Probabilistic_Methods,0
174418,Theory,2
174425,Theory,2
175256,Genetic_Algorithms,3
175291,Neural_Networks,1
175548,Neural_Networks,4
175576,Theory,0
175909,Case_Based,3
177115,Case_Based,1
177993,Genetic_Algorithms,1
177998,Genetic_Algorithms,2
178209,Rule_Learning,5
178718,Genetic_Algorithms,2
178727,Genetic_Algorithms,1
179180,Neural_Networks,3
179702,Neural_Networks,4
179706,Neural_Networks,1
180187,Rule_Learning,1
180301,Probabilistic_Methods,1
180373,Neural_Networks,1
180399,Neural_Networks,2
181782,Reinforcement_Learning,0
182093,Reinforcement_Learning,1
182094,Genetic_Algorithms,3
184157,Reinforcement_Learning,1
184918,Neural_Networks,2
187260,Case_Based,1
187354,Rule_Learning,3
188318,Neural_Networks,1
188471,Reinforcement_Learning,1
189566,Probabilistic_Methods,5
189571,Probabilistic_Methods,4
189572,Probabilistic_Methods,1
189574,Probabilistic_Methods,1
189577,Probabilistic_Methods,0
189620,Probabilistic_Methods,2
189623,Probabilistic_Methods,1
189655,Probabilistic_Methods,3
189708,Probabilistic_Methods,1
189721,Probabilistic_Methods,1
189774,Probabilistic_Methods,2
189856,Probabilistic_Methods,4
190697,Genetic_Algorithms,0
190698,Neural_Networks,3
190706,Genetic_Algorithms,2
191216,Neural_Networks,0
191222,Neural_Networks,2
191404,Probabilistic_Methods,0
192734,Theory,0
192850,Theory,1
192870,Neural_Networks,2
193347,Rule_Learning,4
193352,Rule_Learning,5
193354,Rule_Learning,1
193742,Reinforcement_Learning,2
193918,Neural_Networks,1
193931,Neural_Networks,2
193932,Neural_Networks,1
194223,Probabilistic_Methods,2
194609,Neural_Networks,7
194617,Neural_Networks,4
194645,Reinforcement_Learning,1
195150,Rule_Learning,1
195361,Reinforcement_Learning,1
195792,Genetic_Algorithms,5
197054,Reinforcement_Learning,1
197452,Neural_Networks,2
197783,Neural_Networks,0
198443,Genetic_Algorithms,1
198653,Genetic_Algorithms,5
198866,Case_Based,2
199571,Neural_Networks,1
200480,Case_Based,0
200630,Neural_Networks,1
202520,Probabilistic_Methods,2
202522,Probabilistic_Methods,1
202639,Neural_Networks,9
203646,Neural_Networks,1
205192,Neural_Networks,3
205196,Neural_Networks,8
206259,Reinforcement_Learning,0
206371,Genetic_Algorithms,1
206524,Rule_Learning,1
207395,Case_Based,0
208345,Case_Based,2
210309,Theory,1
210871,Genetic_Algorithms,13
210872,Genetic_Algorithms,6
211432,Theory,0
211875,Neural_Networks,0
211906,Theory,0
212097,Probabilistic_Methods,1
212107,Probabilistic_Methods,1
212777,Rule_Learning,0
212930,Neural_Networks,0
213246,Neural_Networks,2
213279,Neural_Networks,1
214472,Reinforcement_Learning,0
215912,Neural_Networks,1
216877,Rule_Learning,2
216878,Theory,3
217115,Theory,1
217139,Case_Based,1
217852,Rule_Learning,0
217984,Neural_Networks,1
218410,Reinforcement_Learning,2
218666,Case_Based,0
218682,Case_Based,1
219218,Probabilistic_Methods,1
219239,Theory,2
219446,Neural_Networks,4
219976,Case_Based,1
220420,Genetic_Algorithms,1
221302,Case_Based,1
226698,Neural_Networks,2
227178,Genetic_Algorithms,5
227286,Neural_Networks,1
228990,Neural_Networks,1
228992,Neural_Networks,0
229635,Genetic_Algorithms,0
230300,Reinforcement_Learning,1
230879,Neural_Networks,18
230884,Neural_Networks,4
231198,Neural_Networks,3
231249,Genetic_Algorithms,2
232605,Rule_Learning,1
232606,Rule_Learning,3
232860,Neural_Networks,1
233106,Neural_Networks,2
235670,Rule_Learning,0
235678,Rule_Learning,3
235679,Rule_Learning,5
235683,Rule_Learning,5
235776,Theory,0
236759,Neural_Networks,0
237376,Theory,0
237489,Neural_Networks,2
237521,Neural_Networks,1
238099,Rule_Learning,1
238401,Theory,1
239800,Theory,1
239810,Case_Based,1
239829,Case_Based,0
240321,Neural_Networks,10
240791,Genetic_Algorithms,4
241133,Theory,1
241821,Neural_Networks,2
242637,Neural_Networks,1
242663,Probabilistic_Methods,0
243274,Neural_Networks,0
243483,Genetic_Algorithms,1
245288,Reinforcement_Learning,1
245955,Reinforcement_Learning,0
246618,Genetic_Algorithms,2
248119,Theory,0
248395,Neural_Networks,2
248425,Genetic_Algorithms,4
248431,Genetic_Algorithms,1
248823,Reinforcement_Learning,1
249421,Neural_Networks,2
249858,Theory,1
250566,Case_Based,1
251756,Genetic_Algorithms,2
252715,Rule_Learning,1
252725,Rule_Learning,0
253762,Probabilistic_Methods,1
253971,Neural_Networks,1
254923,Genetic_Algorithms,2
255233,Case_Based,1
255628,Neural_Networks,3
256106,Neural_Networks,1
258259,Neural_Networks,1
259126,Neural_Networks,0
259701,Genetic_Algorithms,1
259702,Genetic_Algorithms,2
259772,Case_Based,1
260121,Neural_Networks,1
260979,Theory,1
261040,Case_Based,2
262108,Neural_Networks,1
262121,Genetic_Algorithms,1
262178,Genetic_Algorithms,3
263069,Genetic_Algorithms,2
263279,Genetic_Algorithms,1
263482,Rule_Learning,3
263486,Rule_Learning,1
263498,Genetic_Algorithms,2
263553,Neural_Networks,3
264347,Theory,1
264556,Neural_Networks,3
265203,Genetic_Algorithms,1
267003,Neural_Networks,1
267824,Neural_Networks,2
270085,Genetic_Algorithms,0
270456,Neural_Networks,2
270600,Neural_Networks,2
272345,Case_Based,0
272720,Theory,1
273152,Genetic_Algorithms,1
273949,Theory,1
277263,Rule_Learning,0
278394,Neural_Networks,2
278403,Neural_Networks,1
280876,Probabilistic_Methods,1
282700,Neural_Networks,1
284023,Neural_Networks,4
284025,Neural_Networks,2
284414,Case_Based,1
285675,Neural_Networks,0
285687,Neural_Networks,1
286500,Genetic_Algorithms,0
286513,Genetic_Algorithms,2
286562,Neural_Networks,0
287787,Genetic_Algorithms,10
288107,Theory,1
289085,Neural_Networks,1
289088,Neural_Networks,1
289779,Genetic_Algorithms,2
289780,Genetic_Algorithms,3
289781,Genetic_Algorithms,4
289885,Probabilistic_Methods,2
289945,Neural_Networks,1
292277,Genetic_Algorithms,1
293271,Reinforcement_Learning,1
293285,Theory,0
293974,Probabilistic_Methods,1
294030,Probabilistic_Methods,1
294126,Rule_Learning,1
294145,Rule_Learning,0
294239,Neural_Networks,0
299195,Neural_Networks,0
299197,Neural_Networks,0
300071,Probabilistic_Methods,0
300806,Neural_Networks,4
302545,Probabilistic_Methods,1
307015,Genetic_Algorithms,4
307336,Neural_Networks,2
307656,Genetic_Algorithms,2
308003,Rule_Learning,0
308232,Rule_Learning,0
308529,Reinforcement_Learning,0
308920,Probabilistic_Methods,0
309476,Theory,0
310530,Case_Based,1
310653,Probabilistic_Methods,1
310742,Probabilistic_Methods,0
312409,Neural_Networks,0
314459,Neural_Networks,1
315266,Probabilistic_Methods,0
315789,Genetic_Algorithms,2
318071,Probabilistic_Methods,1
318187,Rule_Learning,1
321004,Genetic_Algorithms,1
321861,Theory,1
323128,Theory,0
325314,Neural_Networks,1
325497,Reinforcement_Learning,0
328370,Neural_Networks,0
330148,Neural_Networks,2
330208,Neural_Networks,2
334153,Theory,1
335042,Neural_Networks,2
335733,Genetic_Algorithms,1
337766,Case_Based,1
340075,Neural_Networks,0
340078,Neural_Networks,2
340299,Neural_Networks,1
341188,Reinforcement_Learning,2
342802,Neural_Networks,1
345340,Reinforcement_Learning,0
346243,Theory,1
346292,Neural_Networks,2
348305,Rule_Learning,1
348437,Theory,0
350319,Neural_Networks,1
350362,Theory,0
350373,Theory,0
353541,Neural_Networks,0
354004,Probabilistic_Methods,1
358866,Probabilistic_Methods,2
358884,Theory,1
358887,Probabilistic_Methods,2
358894,Theory,0
359067,Case_Based,0
360028,Theory,1
362926,Rule_Learning,0
365294,Reinforcement_Learning,1
367312,Neural_Networks,2
368431,Theory,1
368605,Neural_Networks,1
368657,Neural_Networks,1
370366,Neural_Networks,3
372862,Rule_Learning,0
375605,Genetic_Algorithms,1
375825,Probabilistic_Methods,1
376704,Case_Based,1
377303,Genetic_Algorithms,1
379288,Case_Based,1
380341,Neural_Networks,1
384428,Neural_Networks,1
385067,Case_Based,1
385251,Theory,0
385572,Neural_Networks,1
387795,Genetic_Algorithms,1
389715,Theory,2
390693,Neural_Networks,1
390889,Neural_Networks,0
390894,Probabilistic_Methods,0
390896,Probabilistic_Methods,0
390922,Probabilistic_Methods,0
395075,Genetic_Algorithms,0
395540,Probabilistic_Methods,1
395547,Neural_Networks,0
395553,Neural_Networks,2
395725,Neural_Networks,2
396412,Neural_Networks,0
397488,Genetic_Algorithms,2
397590,Rule_Learning,1
399173,Case_Based,0
399339,Reinforcement_Learning,1
399370,Neural_Networks,1
400356,Neural_Networks,2
400455,Neural_Networks,1
400473,Neural_Networks,1
408885,Probabilistic_Methods,1
409255,Neural_Networks,1
409725,Rule_Learning,0
411005,Neural_Networks,0
411092,Rule_Learning,0
415693,Genetic_Algorithms,1
416455,Genetic_Algorithms,0
416867,Theory,1
416964,Neural_Networks,1
417017,Case_Based,0
421481,Probabilistic_Methods,1
423463,Probabilistic_Methods,0
423816,Genetic_Algorithms,2
424540,Neural_Networks,1
427606,Genetic_Algorithms,4
428610,Neural_Networks,0
429781,Theory,0
429805,Case_Based,0
430329,Neural_Networks,1
430574,Neural_Networks,1
430711,Neural_Networks,2
431206,Probabilistic_Methods,1
436796,Neural_Networks,0
440815,Probabilistic_Methods,1
444191,Neural_Networks,2
444240,Genetic_Algorithms,0
445938,Probabilistic_Methods,1
446271,Probabilistic_Methods,0
446610,Probabilistic_Methods,1
447224,Genetic_Algorithms,1
447250,Neural_Networks,0
449841,Rule_Learning,1
458439,Theory,1
459206,Genetic_Algorithms,1
459213,Genetic_Algorithms,1
459214,Genetic_Algorithms,1
459216,Genetic_Algorithms,2
463825,Theory,0
466170,Neural_Networks,1
467383,Genetic_Algorithms,2
469504,Neural_Networks,0
470511,Case_Based,0
481073,Reinforcement_Learning,0
486840,Genetic_Algorithms,2
502574,Case_Based,0
503871,Genetic_Algorithms,0
503877,Genetic_Algorithms,3
503883,Genetic_Algorithms,9
503893,Genetic_Algorithms,3
509233,Theory,0
509315,Genetic_Algorithms,0
509379,Theory,1
510715,Probabilistic_Methods,0
510718,Probabilistic_Methods,0
513189,Genetic_Algorithms,4
519318,Probabilistic_Methods,1
519353,Probabilistic_Methods,1
520471,Rule_Learning,1
521183,Case_Based,3
521207,Case_Based,1
521251,Case_Based,1
521252,Theory,1
521269,Case_Based,1
521855,Probabilistic_Methods,1
522338,Probabilistic_Methods,2
523010,Neural_Networks,2
523394,Probabilistic_Methods,1
523574,Probabilistic_Methods,4
529165,Neural_Networks,1
531348,Probabilistic_Methods,1
531351,Probabilistic_Methods,1
545647,Theory,1
552469,Theory,0
559804,Probabilistic_Methods,2
560936,Neural_Networks,2
561238,Genetic_Algorithms,0
561364,Probabilistic_Methods,1
561568,Probabilistic_Methods,1
561581,Probabilistic_Methods,2
561582,Probabilistic_Methods,1
561593,Probabilistic_Methods,1
561595,Probabilistic_Methods,2
561610,Probabilistic_Methods,1
561611,Probabilistic_Methods,2
561613,Probabilistic_Methods,2
561674,Neural_Networks,3
561789,Probabilistic_Methods,3
561809,Probabilistic_Methods,3
562067,Probabilistic_Methods,1
562123,Neural_Networks,1
562940,Rule_Learning,2
563613,Neural_Networks,2
566488,Case_Based,0
566653,Case_Based,2
566664,Case_Based,1
567005,Neural_Networks,1
567018,Neural_Networks,1
568045,Rule_Learning,0
568857,Genetic_Algorithms,2
573535,Theory,1
573553,Theory,5
573964,Genetic_Algorithms,3
573978,Genetic_Algorithms,0
574009,Genetic_Algorithms,1
574264,Genetic_Algorithms,2
574462,Genetic_Algorithms,0
574710,Genetic_Algorithms,0
575077,Genetic_Algorithms,8
575292,Genetic_Algorithms,2
575331,Genetic_Algorithms,0
575402,Genetic_Algorithms,1
575795,Genetic_Algorithms,2
576257,Genetic_Algorithms,2
576362,Genetic_Algorithms,3
576691,Genetic_Algorithms,1
576725,Genetic_Algorithms,1
576795,Genetic_Algorithms,1
576973,Genetic_Algorithms,2
577086,Genetic_Algorithms,0
577227,Genetic_Algorithms,1
577331,Genetic_Algorithms,1
578306,Neural_Networks,1
578309,Neural_Networks,1
578337,Neural_Networks,5
578347,Neural_Networks,1
578365,Neural_Networks,2
578645,Genetic_Algorithms,0
578646,Genetic_Algorithms,6
578649,Genetic_Algorithms,0
578650,Genetic_Algorithms,3
578669,Genetic_Algorithms,2
578780,Genetic_Algorithms,0
578845,Genetic_Algorithms,4
578898,Genetic_Algorithms,1
579008,Genetic_Algorithms,5
579108,Genetic_Algorithms,1
582139,Neural_Networks,2
582343,Theory,1
582349,Neural_Networks,1
582511,Theory,1
583318,Genetic_Algorithms,0
589923,Probabilistic_Methods,1
590022,Probabilistic_Methods,0
591016,Rule_Learning,2
591017,Rule_Learning,1
592826,Rule_Learning,1
592830,Rule_Learning,1
592973,Genetic_Algorithms,2
592975,Genetic_Algorithms,1
592986,Genetic_Algorithms,1
592993,Genetic_Algorithms,3
592996,Genetic_Algorithms,2
593022,Genetic_Algorithms,1
593060,Genetic_Algorithms,1
593068,Genetic_Algorithms,0
593091,Genetic_Algorithms,1
593104,Genetic_Algorithms,3
593105,Genetic_Algorithms,0
593155,Genetic_Algorithms,1
593201,Genetic_Algorithms,1
593209,Genetic_Algorithms,1
593210,Genetic_Algorithms,0
593240,Genetic_Algorithms,2
593248,Genetic_Algorithms,0
593260,Genetic_Algorithms,0
593328,Genetic_Algorithms,1
593329,Genetic_Algorithms,1
593544,Genetic_Algorithms,1
593559,Genetic_Algorithms,1
593560,Genetic_Algorithms,1
593813,Genetic_Algorithms,0
593859,Genetic_Algorithms,0
593921,Genetic_Algorithms,0
593942,Genetic_Algorithms,2
594011,Genetic_Algorithms,2
594025,Genetic_Algorithms,0
594039,Genetic_Algorithms,1
594047,Genetic_Algorithms,2
594119,Genetic_Algorithms,1
594387,Genetic_Algorithms,0
594483,Genetic_Algorithms,1
594511,Genetic_Algorithms,2
594543,Genetic_Algorithms,0
594649,Genetic_Algorithms,0
594900,Genetic_Algorithms,0
595056,Genetic_Algorithms,0
595063,Genetic_Algorithms,0
595157,Genetic_Algorithms,0
595193,Genetic_Algorithms,0
596075,Case_Based,0
601462,Genetic_Algorithms,3
601561,Rule_Learning,0
601567,Rule_Learning,0
604073,Neural_Networks,1
606479,Genetic_Algorithms,1
606647,Genetic_Algorithms,0
608190,Genetic_Algorithms,2
608191,Genetic_Algorithms,1
608292,Genetic_Algorithms,0
608326,Genetic_Algorithms,2
610529,Neural_Networks,1
612306,Rule_Learning,2
613409,Probabilistic_Methods,1
616336,Rule_Learning,1
617378,Neural_Networks,1
617575,Neural_Networks,1
621555,Neural_Networks,1
626530,Probabilistic_Methods,4
626531,Probabilistic_Methods,2
626574,Probabilistic_Methods,1
626999,Neural_Networks,2
627024,Neural_Networks,1
628458,Neural_Networks,1
628459,Neural_Networks,0
628500,Reinforcement_Learning,2
628667,Reinforcement_Learning,1
628668,Reinforcement_Learning,0
628751,Neural_Networks,2
628764,Neural_Networks,0
628766,Neural_Networks,0
628815,Reinforcement_Learning,1
628888,Neural_Networks,1
630817,Neural_Networks,1
630890,Neural_Networks,1
631015,Neural_Networks,2
631052,Neural_Networks,0
632796,Probabilistic_Methods,1
632874,Probabilistic_Methods,1
632935,Probabilistic_Methods,0
633030,Probabilistic_Methods,1
633031,Probabilistic_Methods,1
633081,Probabilistic_Methods,5
633585,Probabilistic_Methods,3
633721,Probabilistic_Methods,1
634902,Genetic_Algorithms,1
634904,Genetic_Algorithms,1
634938,Genetic_Algorithms,1
634975,Genetic_Algorithms,0
636098,Theory,0
636500,Theory,0
636511,Neural_Networks,0
640617,Genetic_Algorithms,1
641956,Neural_Networks,2
641976,Neural_Networks,3
642593,Neural_Networks,1
642621,Probabilistic_Methods,3
642641,Probabilistic_Methods,1
642681,Probabilistic_Methods,6
642798,Probabilistic_Methods,2
642827,Probabilistic_Methods,0
642847,Probabilistic_Methods,1
642894,Probabilistic_Methods,13
642920,Neural_Networks,2
642930,Neural_Networks,1
643003,Probabilistic_Methods,1
643069,Probabilistic_Methods,1
643199,Genetic_Algorithms,1
643221,Probabilistic_Methods,16
643239,Probabilistic_Methods,6
643485,Probabilistic_Methods,1
643597,Probabilistic_Methods,0
643695,Probabilistic_Methods,2
643734,Neural_Networks,1
643735,Neural_Networks,1
643777,Neural_Networks,0
644093,Probabilistic_Methods,1
644334,Probabilistic_Methods,0
644361,Probabilistic_Methods,1
644363,Probabilistic_Methods,1
644427,Probabilistic_Methods,2
644441,Probabilistic_Methods,2
644448,Probabilistic_Methods,4
644470,Probabilistic_Methods,0
644494,Probabilistic_Methods,2
644577,Probabilistic_Methods,5
644843,Probabilistic_Methods,2
645016,Probabilistic_Methods,1
645046,Probabilistic_Methods,3
645084,Probabilistic_Methods,1
645088,Probabilistic_Methods,2
645452,Probabilistic_Methods,1
645571,Probabilistic_Methods,1
645870,Probabilistic_Methods,2
645897,Probabilistic_Methods,1
646195,Probabilistic_Methods,0
646286,Probabilistic_Methods,1
646289,Probabilistic_Methods,1
646334,Probabilistic_Methods,1
646357,Probabilistic_Methods,1
646412,Probabilistic_Methods,1
646440,Probabilistic_Methods,0
646809,Genetic_Algorithms,3
646836,Genetic_Algorithms,0
646837,Genetic_Algorithms,0
646900,Genetic_Algorithms,4
646913,Genetic_Algorithms,2
647315,Genetic_Algorithms,1
647408,Genetic_Algorithms,0
647413,Genetic_Algorithms,0
647447,Genetic_Algorithms,1
648106,Neural_Networks,2
648112,Neural_Networks,4
648121,Neural_Networks,2
648232,Neural_Networks,1
648369,Neural_Networks,1
649730,Neural_Networks,1
649731,Neural_Networks,2
649739,Neural_Networks,1
649944,Rule_Learning,0
650807,Genetic_Algorithms,2
650814,Genetic_Algorithms,1
650834,Genetic_Algorithms,0
653441,Probabilistic_Methods,2
653628,Rule_Learning,1
654177,Case_Based,1
654326,Genetic_Algorithms,2
654339,Genetic_Algorithms,2
654519,Genetic_Algorithms,1
656048,Case_Based,1
656231,Case_Based,1
662250,Neural_Networks,1
662279,Neural_Networks,0
662416,Probabilistic_Methods,1
662572,Neural_Networks,1
671052,Neural_Networks,1
671269,Neural_Networks,5
671293,Probabilistic_Methods,1
672064,Neural_Networks,1
672070,Neural_Networks,5
672071,Neural_Networks,4
675649,Neural_Networks,1
675756,Neural_Networks,2
675847,Neural_Networks,1
682508,Probabilistic_Methods,1
682666,Reinforcement_Learning,0
682815,Genetic_Algorithms,0
683294,Probabilistic_Methods,2
683355,Probabilistic_Methods,1
683360,Probabilistic_Methods,1
683404,Probabilistic_Methods,1
684372,Neural_Networks,0
684531,Neural_Networks,1
684972,Probabilistic_Methods,1
684986,Neural_Networks,2
686015,Neural_Networks,0
686030,Neural_Networks,0
686061,Theory,0
686532,Neural_Networks,0
686559,Neural_Networks,0
687401,Neural_Networks,1
688361,Neural_Networks,0
688824,Neural_Networks,1
688849,Neural_Networks,1
689152,Neural_Networks,1
689439,Rule_Learning,0
693143,Theory,2
694759,Genetic_Algorithms,0
695284,Theory,0
696342,Neural_Networks,0
696343,Neural_Networks,1
696345,Neural_Networks,4
696346,Neural_Networks,0
703953,Probabilistic_Methods,0
708945,Neural_Networks,0
709113,Rule_Learning,1
709518,Neural_Networks,1
711527,Theory,0
711598,Theory,0
711994,Neural_Networks,1
714208,Probabilistic_Methods,1
714256,Probabilistic_Methods,5
714260,Probabilistic_Methods,2
714289,Probabilistic_Methods,5
714748,Probabilistic_Methods,0
714879,Probabilistic_Methods,0
714975,Probabilistic_Methods,0
733167,Neural_Networks,1
733534,Neural_Networks,2
733576,Neural_Networks,1
734406,Neural_Networks,1
735303,Genetic_Algorithms,1
735311,Neural_Networks,0
737204,Neural_Networks,0
738941,Neural_Networks,2
739280,Neural_Networks,2
739707,Neural_Networks,1
739816,Neural_Networks,3
746058,Neural_Networks,1
751408,Neural_Networks,1
752684,Neural_Networks,1
753047,Theory,6
753070,Theory,3
753264,Theory,2
753265,Neural_Networks,1
754594,Neural_Networks,1
755082,Probabilistic_Methods,1
755217,Reinforcement_Learning,0
756061,Neural_Networks,3
762980,Neural_Networks,2
763009,Neural_Networks,3
763010,Neural_Networks,4
763181,Neural_Networks,0
767763,Theory,1
779960,Neural_Networks,1
782486,Neural_Networks,0
785678,Genetic_Algorithms,0
787016,Genetic_Algorithms,1
801170,Genetic_Algorithms,0
814836,Rule_Learning,1
815073,Neural_Networks,1
815096,Neural_Networks,1
817774,Neural_Networks,1
820661,Neural_Networks,0
820662,Theory,0
824245,Neural_Networks,1
851968,Neural_Networks,1
853114,Neural_Networks,3
853115,Neural_Networks,4
853116,Neural_Networks,2
853118,Neural_Networks,1
853150,Neural_Networks,0
853155,Neural_Networks,1
854434,Neural_Networks,0
884094,Probabilistic_Methods,0
892139,Reinforcement_Learning,0
899085,Rule_Learning,0
899119,Rule_Learning,0
907845,Neural_Networks,0
911198,Neural_Networks,0
917493,Neural_Networks,0
919885,Neural_Networks,0
928873,Neural_Networks,0
943087,Theory,0
948147,Neural_Networks,0
948299,Neural_Networks,0
948846,Neural_Networks,0
949217,Neural_Networks,0
949318,Neural_Networks,0
949511,Neural_Networks,0
950052,Neural_Networks,0
950305,Neural_Networks,0
950986,Neural_Networks,0
954315,Rule_Learning,1
964248,Probabilistic_Methods,0
975567,Genetic_Algorithms,0
976284,Theory,0
976334,Reinforcement_Learning,0
987188,Neural_Networks,0
987197,Theory,0
989397,Theory,0
990075,Case_Based,0
1000012,Rule_Learning,0
1022969,Case_Based,0
1031453,Neural_Networks,0
1050679,Genetic_Algorithms,0
1059953,Theory,0
1061127,Rule_Learning,0
1063773,Neural_Networks,0
1071981,Reinforcement_Learning,0
1095507,Probabilistic_Methods,0
1102364,Probabilistic_Methods,0
1102400,Theory,0
1102407,Neural_Networks,0
1102442,Theory,0
1102548,Case_Based,0
1102550,Genetic_Algorithms,0
1102567,Case_Based,0
1102625,Case_Based,0
1102646,Neural_Networks,0
1102751,Theory,0
1102761,Case_Based,0
1102794,Rule_Learning,0
1102850,Neural_Networks,0
1102873,Neural_Networks,0
1103016,Neural_Networks,0
1103031,Probabilistic_Methods,0
1103038,Case_Based,0
1103162,Reinforcement_Learning,0
1103315,Reinforcement_Learning,0
1103383,Genetic_Algorithms,0
1103394,Case_Based,0
1103499,Probabilistic_Methods,0
1103610,Theory,0
1103676,Neural_Networks,0
1103737,Theory,0
1103960,Genetic_Algorithms,0
1103969,Probabilistic_Methods,0
1103979,Neural_Networks,0
1103985,Genetic_Algorithms,0
1104007,Theory,0
1104031,Case_Based,0
1104055,Theory,0
1104182,Reinforcement_Learning,0
1104191,Neural_Networks,0
1104258,Neural_Networks,0
1104261,Theory,0
1104300,Probabilistic_Methods,0
1104379,Neural_Networks,0
1104435,Probabilistic_Methods,0
1104449,Neural_Networks,0
1104495,Neural_Networks,0
1104647,Genetic_Algorithms,0
1104749,Genetic_Algorithms,0
1104769,Probabilistic_Methods,0
1104787,Neural_Networks,0
1104809,Neural_Networks,0
1104851,Theory,0
1104946,Theory,0
1104999,Genetic_Algorithms,0
1105011,Probabilistic_Methods,0
1105033,Reinforcement_Learning,0
1105062,Reinforcement_Learning,0
1105116,Probabilistic_Methods,0
1105148,Reinforcement_Learning,0
1105221,Genetic_Algorithms,0
1105231,Genetic_Algorithms,0
1105344,Neural_Networks,0
1105360,Rule_Learning,0
1105394,Reinforcement_Learning,0
1105428,Rule_Learning,0
1105433,Probabilistic_Methods,0
1105450,Theory,0
1105505,Neural_Networks,0
1105530,Neural_Networks,0
1105531,Probabilistic_Methods,0
1105574,Neural_Networks,0
1105603,Neural_Networks,0
1105622,Neural_Networks,0
1105672,Neural_Networks,0
1105698,Probabilistic_Methods,0
1105718,Neural_Networks,0
1105764,Reinforcement_Learning,0
1105810,Case_Based,0
1105877,Probabilistic_Methods,0
1105887,Rule_Learning,0
1105932,Rule_Learning,0
1106052,Case_Based,0
1106103,Case_Based,0
1106112,Reinforcement_Learning,0
1106172,Reinforcement_Learning,0
1106236,Case_Based,0
1106287,Neural_Networks,0
1106298,Theory,0
1106330,Case_Based,0
1106370,Neural_Networks,0
1106388,Rule_Learning,0
1106401,Theory,0
1106406,Reinforcement_Learning,0
1106418,Theory,0
1106492,Rule_Learning,0
1106546,Probabilistic_Methods,0
1106547,Reinforcement_Learning,0
1106568,Neural_Networks,0
1106630,Neural_Networks,0
1106671,Neural_Networks,0
1106764,Rule_Learning,0
1106771,Neural_Networks,0
1106789,Probabilistic_Methods,0
1106849,Neural_Networks,0
1106854,Neural_Networks,0
1106966,Reinforcement_Learning,0
1107010,Case_Based,0
1107041,Case_Based,0
1107062,Genetic_Algorithms,0
1107067,Case_Based,0
1107095,Rule_Learning,0
1107136,Genetic_Algorithms,0
1107140,Theory,0
1107171,Case_Based,0
1107215,Case_Based,0
1107312,Reinforcement_Learning,0
1107319,Theory,0
1107325,Case_Based,0
1107355,Reinforcement_Learning,0
1107367,Case_Based,0
1107385,Neural_Networks,0
1107418,Genetic_Algorithms,0
1107455,Reinforcement_Learning,0
1107558,Probabilistic_Methods,0
1107567,Theory,0
1107572,Theory,0
1107674,Genetic_Algorithms,0
1107728,Neural_Networks,0
1107808,Neural_Networks,0
1107861,Theory,0
1108050,Neural_Networks,0
1108167,Theory,0
1108169,Neural_Networks,0
1108175,Neural_Networks,0
1108209,Genetic_Algorithms,0
1108258,Case_Based,0
1108267,Case_Based,0
1108329,Case_Based,0
1108363,Case_Based,0
1108389,Probabilistic_Methods,0
1108551,Theory,0
1108570,Theory,0
1108597,Case_Based,0
1108656,Case_Based,0
1108728,Rule_Learning,0
1108834,Neural_Networks,0
1108841,Neural_Networks,0
1109017,Genetic_Algorithms,0
1109185,Neural_Networks,0
1109199,Genetic_Algorithms,0
1109208,Genetic_Algorithms,0
1109392,Neural_Networks,0
1109439,Neural_Networks,0
1109542,Probabilistic_Methods,0
1109566,Theory,0
1109581,Probabilistic_Methods,0
1109830,Neural_Networks,0
1109873,Neural_Networks,0
1109891,Neural_Networks,0
1109957,Reinforcement_Learning,0
1110000,Probabilistic_Methods,0
1110024,Case_Based,0
1110028,Theory,0
1110209,Probabilistic_Methods,0
1110256,Theory,0
1110390,Case_Based,0
